ICB Sub location,GP_ODS_CODE,GP_NAME,GP_GPAD_SYSTEMS,GP_SYSTEM
36L,H83015,PARKSIDE GROUP PRACTICE,EMIS,EMIS
36L,H83016,KESTON MEDICAL PRACTICE,EMIS,EMIS
36L,H83017,BRIGSTOCK MEDICAL PRACTICE,EMIS,EMIS
36L,H83018,SELSDON PARK MEDICAL PRACTICE,EMIS,EMIS
36L,H83019,FRIENDS ROAD MEDICAL PRACTICE,EMIS,EMIS
36L,H83020,EVERSLEY MEDICAL CENTRE,EMIS,EMIS
36L,H83021,LONDON ROAD MEDICAL PRACTICE,EMIS,EMIS
36L,H83022,THORNTON HEATH MEDICAL CENTRE,EMIS,EMIS
36L,H83023,MORLAND ROAD SURGERY,EMIS,EMIS
36L,H83024,WOODCOTE MEDICAL,EMIS,EMIS
36L,H83028,ADDINGTON MEDICAL PRACTICE,EMIS,EMIS
36L,H83029,HARTLAND WAY SURGERY,EMIS,EMIS
36L,H83030,BROOM ROAD MEDICAL PRACTICE,EMIS,EMIS
36L,H83031,HALING PARK MEDICAL PRACTICE,EMIS,EMIS
36L,H83033,ASHBURTON PARK MEDICAL CENTRE,EMIS,EMIS
36L,H83034,WHITEHORSE PRACTICE,EMIS,EMIS
36L,H83037,AUCKLAND SURGERY,EMIS,EMIS
36L,H83039,STOVELL HOUSE SURGERY,EMIS,EMIS
36L,H83042,LEANDER FAMILY PRACTICE,EMIS,EMIS
36L,H83043,SHIRLEY MEDICAL CENTRE,EMIS,EMIS
36L,H83044,EAST CROYDON MEDICAL CENTRE,EMIS,EMIS
36L,H83049,HEADLEY DRIVE SURGERY,EMIS,EMIS
36L,H83051,THORNTON ROAD & VALLEY PARK SURGERY,EMIS,EMIS
36L,H83052,BRAMLEY AVENUE SURGERY,EMIS,EMIS
36L,H83053,PARCHMORE MEDICAL CENTRE,EMIS,EMIS
36L,H83608,YOUR FAMILY PRACTICE,EMIS,EMIS
36L,H83609,MERSHAM MEDICAL CENTRE,EMIS,EMIS
36L,H83611,SELHURST MEDICAL CENTRE,EMIS,EMIS
36L,H83624,FAIRVIEW MEDICAL CENTRE,EMIS,EMIS
36L,H83627,BIRDHURST MEDICAL PRACTICE,EMIS,EMIS
36L,H83631,GREENSIDE GROUP PRACTICE,EMIS,EMIS
36L,H84002,PARK ROAD SURGERY,MEDICUS,MEDICUS
36L,H84005,PARKSHOT MEDICAL PRACTICE,EMIS,EMIS
36L,H84006,RICHMOND MEDICAL GROUP,EMIS,EMIS
36L,H84007,ACORN GROUP PRACTICE,EMIS,EMIS
36L,H84010,CANBURY MEDICAL CENTRE,EMIS,EMIS
36L,H84012,YORK MEDICAL PRACTICE,EMIS,EMIS
36L,H84014,PARADISE ROAD SURGERY,EMIS,EMIS
36L,H84015,BRUNSWICK SURGERY,EMIS,EMIS
36L,H84016,GROVES MEDICAL CENTRE,EMIS,EMIS
36L,H84017,SEYMOUR HOUSE SURGERY,EMIS,EMIS
36L,H84018,BROAD LANE SURGERY,EMIS,EMIS
36L,H84020,FAIRHILL MEDICAL PRACTICE,EMIS,EMIS
36L,H84023,ESSEX HOUSE SURGERY,MEDICUS,MEDICUS
36L,H84025,HOOK SURGERY,EMIS,EMIS
36L,H84027,CHURCHILL MEDICAL CENTRE,EMIS,EMIS
36L,H84030,CENTRAL SURGERY,EMIS,EMIS
36L,H84031,JUBILEE SURGERY,EMIS,EMIS
36L,H84032,HAMPTON WICK SURGERY,EMIS,EMIS
36L,H84033,ST ALBANS MEDICAL CENTRE,EMIS,EMIS
36L,H84034,ORCHARD PRACTICE,EMIS,EMIS
36L,H84039,CROSS DEEP SURGERY,EMIS,EMIS
36L,H84040,HAMPTON MEDICAL CENTRE,EMIS,EMIS
36L,H84041,VINEYARD SURGERY,EMIS,EMIS
36L,H84042,HOLMWOOD CORNER SURGERY,EMIS,EMIS
36L,H84044,THE GREEN & FIR ROAD,EMIS,EMIS
36L,H84048,TWICKENHAM PARK SURGERY,EMIS,EMIS
36L,H84050,CHESSINGTON PARK SURGERY,EMIS,EMIS
36L,H84051,ROSELAWN SURGERY,EMIS,EMIS
36L,H84053,BERRYLANDS SURGERY,EMIS,EMIS
36L,H84054,RED LION ROAD SURGERY,EMIS,EMIS
36L,H84055,SHEEN LANE SURGERY,EMIS,EMIS
36L,H84057,STAINES ROAD MEDICAL CENTRE,EMIS,EMIS
36L,H84059,THAMESIDE MEDICAL PRACTICE,EMIS,EMIS
36L,H84060,RICHMOND LOCK SURGERY,EMIS,EMIS
36L,H84061,KINGSTON HEALTH CENTRE,EMIS,EMIS
36L,H84062,LANGLEY MEDICAL PRACTICE,EMIS,EMIS
36L,H84618,SUNRAY SURGERY,EMIS,EMIS
36L,H84619,CLAREMONT MEDICAL CENTRE,EMIS,EMIS
36L,H84623,HAMPTON HILL MEDICAL CENTRE,EMIS,EMIS
36L,H84625,WOODLAWN MEDICAL CENTRE,EMIS,EMIS
36L,H84630,CRANE PARK SURGERY,EMIS,EMIS
36L,H84635,MANOR DRIVE MEDICAL CENTRE,EMIS,EMIS
36L,H84639,KEW MEDICAL PRACTICE,EMIS,EMIS
36L,H85001,WANDSWORTH MEDICAL CENTRE,EMIS,EMIS
36L,H85002,FALCON ROAD MEDICAL CENTRE,EMIS,EMIS
36L,H85003,QUEENSTOWN ROAD MEDICAL PRACTICE,EMIS,EMIS
36L,H85006,MAYFIELD SURGERY,EMIS,EMIS
36L,H85007,SOUTHFIELDS GROUP PRACTICE,EMIS,EMIS
36L,H85008,ROEHAMPTON SURGERY,EMIS,EMIS
36L,H85009,BEDFORD HILL FAMILY PRACTICE,EMIS,EMIS
36L,H85011,GREYSWOOD PRACTICE,EMIS,EMIS
36L,H85012,PUTNEYMEAD GROUP MEDICAL PRACTICE,EMIS,EMIS
36L,H85018,MULGRAVE ROAD SURGERY,EMIS,EMIS
36L,H85020,NELSON MEDICAL PRACTICE,EMIS,EMIS
36L,H85021,CHESSER PRACTICE,EMIS,EMIS
36L,H85022,PARK ROAD MEDICAL CENTRE,EMIS,EMIS
36L,H85023,BISHOPSFORD ROAD MEDICAL CENTRE,EMIS,EMIS
36L,H85024,MITCHAM & TOOTING HEALTH,EMIS,EMIS
36L,H85025,WRYTHE GREEN SURGERY,EMIS,EMIS
36L,H85026,FRANCIS GROVE SURGERY,EMIS,EMIS
36L,H85027,WIMBLEDON VILLAGE SURGERY,EMIS,EMIS
36L,H85028,WIMBLEDON MEDICAL PRACTICE,EMIS,EMIS
36L,H85029,WIDE WAY MEDICAL CENTRE,EMIS,EMIS
36L,H85030,OLD COURT HOUSE SURGERY,EMIS,EMIS
36L,H85031,BENHILL & BELMONT GP CENTRE,EMIS,EMIS
36L,H85033,TAMWORTH HOUSE MEDICAL CENTRE,EMIS,EMIS
36L,H85037,MORDEN HALL MEDICAL CENTRE,EMIS,EMIS
36L,H85038,CRICKET GREEN MEDICAL PRACTICE,EMIS,EMIS
36L,H85041,EARLSFIELD SURGERY,EMIS,EMIS
36L,H85045,BRIDGE LANE GROUP PRACTICE,EMIS,EMIS
36L,H85047,CHATFIELD HEALTH CARE,EMIS,EMIS
36L,H85048,BROCKLEBANK GROUP PRACTICE,EMIS,EMIS
36L,H85049,BATTERSEA RISE GROUP PRACTICE,EMIS,EMIS
36L,H85051,LAMBTON ROAD MEDICAL PRACTICE,EMIS,EMIS
36L,H85052,STREATHAM PARK SURGERY,EMIS,EMIS
36L,H85053,SUTTON MEDICAL CENTRE,EMIS,EMIS
36L,H85055,WEST BARNES SURGERY,EMIS,EMIS
36L,H85057,ELBOROUGH STREET SURGERY,EMIS,EMIS
36L,H85061,HEATHBRIDGE PRACTICE,EMIS,EMIS
36L,H85063,CHEAM GP CENTRE,EMIS,EMIS
36L,H85065,ALTON PRACTICE,EMIS,EMIS
36L,H85066,BALHAM PARK SURGERY,EMIS,EMIS
36L,H85067,DANEBURY AVENUE SURGERY,EMIS,EMIS
36L,H85069,LAVENDER HILL GROUP PRACTICE,EMIS,EMIS
36L,H85070,CENTRAL MEDICAL CENTRE,EMIS,EMIS
36L,H85075,HAIDER PRACTICE,EMIS,EMIS
36L,H85076,STONECOT SURGERY,EMIS,EMIS
36L,H85077,BOLINGBROKE MEDICAL CENTRE,EMIS,EMIS
36L,H85078,MITCHAM FAMILY PRACTICE,EMIS,EMIS
36L,H85082,TRIANGLE SURGERY,EMIS,EMIS
36L,H85087,OPEN DOOR SURGERY,EMIS,EMIS
36L,H85088,CLAPHAM JUNCTION MEDICAL PRACTICE,EMIS,EMIS
36L,H85090,FIGGES MARSH SURGERY,EMIS,EMIS
36L,H85092,RIVERHOUSE MEDICAL PRACTICE,EMIS,EMIS
36L,H85095,ROBIN HOOD LANE HEALTH CENTRE,EMIS,EMIS
36L,H85100,ST PAULS COTTAGE SURGERY,EMIS,EMIS
36L,H85101,GRAND DRIVE SURGERY,EMIS,EMIS
36L,H85103,HACKBRIDGE MEDICAL CENTRE,EMIS,EMIS
36L,H85105,CHEAM FAMILY PRACTICE,EMIS,EMIS
36L,H85110,RAVENSBURY PARK MEDICAL CENTRE,EMIS,EMIS
36L,H85111,BATTERSEA FIELDS PRACTICE,EMIS,EMIS
36L,H85112,VINEYARD HILL ROAD SURGERY,EMIS,EMIS
36L,H85113,MALDON ROAD SURGERY,EMIS,EMIS
36L,H85114,THURLEIGH ROAD PRACTICE,EMIS,EMIS
36L,H85115,SHOTFIELD MEDICAL PRACTICE,EMIS,EMIS
36L,H85116,MANOR PRACTICE,EMIS,EMIS
36L,H85618,JAMES O'RIORDAN MEDICAL CENTRE,EMIS,EMIS
36L,H85634,MERTON MEDICAL PRACTICE,EMIS,EMIS
36L,H85637,BALHAM HEALTH CENTRE,EMIS,EMIS
36L,H85649,COLLIERS WOOD SURGERY,EMIS,EMIS
36L,H85653,WALLINGTON FAMILY PRACTICE,EMIS,EMIS
36L,H85656,ALEXANDRA ROAD SURGERY,EMIS,EMIS
36L,H85659,ST JOHNS HILL SURGERY,EMIS,EMIS
36L,H85662,BEECHES SURGERY,EMIS,EMIS
36L,H85664,TOOTING BEC SURGERY,EMIS,EMIS
36L,H85680,TOOTING SOUTH MEDICAL CENTRE,EMIS,EMIS
36L,H85682,TUDOR LODGE HEALTH CENTRE,EMIS,EMIS
36L,H85683,FACCINI HOUSE SURGERY,EMIS,EMIS
36L,H85686,GROVE ROAD PRACTICE,EMIS,EMIS
36L,H85691,NIGHTINGALE PRACTICE,EMIS,EMIS
36L,H85693,CIRCLE GP SURGERY,EMIS,EMIS
11J,J81002,ORCHID HOUSE SURGERY,TPP,TPP
11J,J81006,THE ADAM PRACTICE,TPP,TPP
11J,J81009,ROYAL MANOR HEALTH CARE,TPP,TPP
11J,J81010,SWANAGE MEDICAL PRACTICE,TPP,TPP
11J,J81011,WAREHAM SURGERY,TPP,TPP
11J,J81012,SHORE MEDICAL,TPP,TPP
11J,J81013,CANFORD HEATH GROUP PRACT,TPP,TPP
11J,J81014,WESTBOURNE MEDICAL CENTRE,TPP,TPP
11J,J81016,QUEENS AVENUE SURGERY,TPP,TPP
11J,J81017,YETMINSTER HEALTH CENTRE,TPP,TPP
11J,J81018,BEAUFORT ROAD SURGERY,TPP,TPP
11J,J81019,THE BLANDFORD GROUP PRACTICE,TPP,TPP
11J,J81020,BERE REGIS SURGERY,TPP,TPP
11J,J81021,SHELLEY MANOR HOLDENHURST MEDICAL CENTRE,TPP,TPP
11J,J81022,WEST MOORS VILLAGE SURGERY,TPP,TPP
11J,J81025,THE WELLBRIDGE PRACTICE,TPP,TPP
11J,J81027,WEYMOUTH BAY MEDICAL PRACTICE,TPP,TPP
11J,J81028,HIGHCLIFFE MEDICAL CENTRE,TPP,TPP
11J,J81029,THE APPLES MEDICAL CENTRE,TPP,TPP
11J,J81030,THE VERWOOD SURGERY,TPP,TPP
11J,J81033,TALBOT MEDICAL CENTRE,TPP,TPP
11J,J81034,THE QUARTER JACK SURGERY,TPP,TPP
11J,J81035,MILTON ABBAS SURGERY,TPP,TPP
11J,J81036,THE ROSEMARY HEALTH CTR,TPP,TPP
11J,J81039,MOORDOWN MEDICAL CENTRE,TPP,TPP
11J,J81041,THE HADLEIGH PRACTICE,TPP,TPP
11J,J81042,VILLAGE SURGERY,TPP,TPP
11J,J81045,KINSON ROAD MEDICAL CENTRE,TPP,TPP
11J,J81046,THE HARVEY PRACTICE,TPP,TPP
11J,J81047,JAMES FISHER MEDICAL CENTRE,TPP,TPP
11J,J81049,THE MARINE & OAKRIDGE PARTNERSHIP,TPP,TPP
11J,J81051,WYKE REGIS & LANEHOUSE MEDICAL PRACTICE,TPP,TPP
11J,J81053,CERNE ABBAS SURGERY,TPP,TPP
11J,J81056,CHRISTCHURCH MEDICAL PRACTICE,TPP,TPP
11J,J81057,FARMHOUSE SURGERY,TPP,TPP
11J,J81058,THE CRANBORNE PRACTICE,TPP,TPP
11J,J81059,SOUTHBOURNE PRACTICE,TPP,TPP
11J,J81061,PENNY'S HILL PRACTICE,TPP,TPP
11J,J81062,ST ALBANS MEDICAL CENTRE,TPP,TPP
11J,J81064,POOLE TOWN SURGERY,TPP,TPP
11J,J81066,STOUR SURGERY,TPP,TPP
11J,J81067,LITTLEDOWN SURGERY,TPP,TPP
11J,J81068,ATRIUM HEALTH CENTRE,TPP,TPP
11J,J81070,THE BANKS & BEARWOOD MEDICAL CENTRE,TPP,TPP
11J,J81072,THE PANTON PRACTICE,TPP,TPP
11J,J81073,THE BRIDGES MEDICAL CTR.,TPP,TPP
11J,J81074,BARTON HOUSE MED PRACTICE,TPP,TPP
11J,J81075,CROSS ROAD SURGERY,TPP,TPP
11J,J81076,AMMONITE HEALTH PARTNERSHIP,TPP,TPP
11J,J81077,WALFORD MILL MEDICAL CENTRE,TPP,TPP
11J,J81078,THE GROVE MEDICAL CENTRE,TPP,TPP
11J,J81081,GILLINGHAM MEDICAL PRACTICE,TPP,TPP
11J,J81082,POUNDBURY DOCTORS SURGERY,TPP,TPP
11J,J81086,EVERGREEN OAK SURGERY,TPP,TPP
11J,J81087,THE BIRCHWOOD PRACTICE,TPP,TPP
11J,J81609,PRINCE OF WALES SURGERY,TPP,TPP
11J,J81612,CORFE CASTLE SURGERY,TPP,TPP
11J,J81616,PUDDLETOWN SURGERY,TPP,TPP
11J,J81620,BLACKMORE VALE PARTNERSHIP,TPP,TPP
11J,J81621,THE BARCELLOS FAMILY PRACTICE,TPP,TPP
11J,J81625,DENMARK ROAD MEDICAL CENTRE,TPP,TPP
11J,J81626,FORDINGTON SURGERY,TPP,TPP
11J,J81631,SANDFORD SURGERY,TPP,TPP
11J,J81633,WOODLEA HOUSE SURGERY,TPP,TPP
11J,J81634,CRESCENT PROVIDENCE SURGERY,TPP,TPP
11J,J81646,GROVE SURGERY,TPP,TPP
11J,J81647,LYME BAY MEDICAL PRACTICE,TPP,TPP
11J,J81648,THE NEWMAN PRACTICE (DR NEWMANS SURGERY),TPP,TPP
D9Y0V,J82001,BURGESS ROAD SURGERY,TPP,TPP
D9Y0V,J82002,LORDSHILL HEALTH CENTRE,EMIS,EMIS
D9Y0V,J82005,ROWLANDS CASTLE SURGERY,EMIS,EMIS
D9Y0V,J82007,COASTAL MEDICAL PARTNERSHIP,TPP,TPP
D9Y0V,J82009,EMSWORTH SURGERY,TPP,TPP
D9Y0V,J82010,THE BOSMERE MEDICAL PRACTICE,EMIS,EMIS
D9Y0V,J82012,PORTCHESTER PRACTICE,EMIS,EMIS
D4U1Y,J82015,GIFFARD DRIVE SURGERY,EMIS,EMIS
D9Y0V,J82016,STOCKBRIDGE SURGERY,EMIS,EMIS
D9Y0V,J82017,THE ANDOVER HEALTH CENTRE MEDICAL PRACT,EMIS,EMIS
D9Y0V,J82018,STOKEWOOD SURGERY,EMIS,EMIS
D9Y0V,J82019,THE FRYERN SURGERY,EMIS,EMIS
D9Y0V,J82020,EASTLEIGH MEDICAL PRACTICE,EMIS,EMIS
D9Y0V,J82021,WATERSIDE MEDICAL PRACTICE,TPP,TPP
D9Y0V,J82024,SOLENT GP SURGERY,TPP,TPP
D9Y0V,J82025,CHARLTON HILL SURGERY,EMIS,EMIS
D9Y0V,J82026,CENTRE PRACTICE,EMIS,EMIS
10R,J82028,TRAFALGAR MEDICAL GROUP PRACTICE,TPP,TPP
D9Y0V,J82033,GUDGEHEATH LANE SURGERY,EMIS,EMIS
D9Y0V,J82034,WICKHAM SURGERY,EMIS,EMIS
D9Y0V,J82035,ST CLEMENTS PARTNERSHIP,EMIS,EMIS
D9Y0V,J82036,WEST MEON SURGERY,EMIS,EMIS
D9Y0V,J82039,RINGWOOD MEDICAL CENTRE,TPP,TPP
D9Y0V,J82040,WEST END ROAD SURGERY,EMIS,EMIS
D9Y0V,J82042,BADGERSWOOD SURGERY,EMIS,EMIS
D4U1Y,J82049,THE OAKLEY HEALTH GROUP,EMIS,EMIS
D9Y0V,J82050,ST PAUL'S SURGERY,EMIS,EMIS
D9Y0V,J82051,HAMBLE VALLEY HEALTH,EMIS,EMIS
D9Y0V,J82053,ADELAIDE MEDICAL CENTRE,EMIS,EMIS
15A,J82054,KINTBURY & WOOLTON HILL SURGERY,EMIS,EMIS
10R,J82055,CRANESWATER GROUP PRACTICE,TPP,TPP
D9Y0V,J82056,RED AND GREEN PRACTICE,EMIS,EMIS
D9Y0V,J82058,BRAMBLYS GRANGE MEDICAL PRACTICE,EMIS,EMIS
D9Y0V,J82059,THE WATERCRESS MEDICAL GROUP,EMIS,EMIS
10R,J82060,THE LIGHTHOUSE GROUP PRACTICE,TPP,TPP
D9Y0V,J82061,ODIHAM HEALTH CENTRE,EMIS,EMIS
D9Y0V,J82062,CHEVIOT ROAD SURGERY,EMIS,EMIS
D9Y0V,J82064,BISHOPS WALTHAM SURGERY,EMIS,EMIS
D4U1Y,J82066,THE CAMBRIDGE PRACTICE,EMIS,EMIS
D4U1Y,J82067,VOYAGER FAMILY HEALTH,EMIS,EMIS
D9Y0V,J82069,CAMROSE GILLIES AND HACKWOOD PARTNERSHIP,EMIS,EMIS
D9Y0V,J82071,ST. ANDREW'S SURGERY,EMIS,EMIS
D9Y0V,J82072,FORESTSIDE MEDICAL PRACTICE,EMIS,EMIS
10R,J82073,KIRKLANDS SURGERY,TPP,TPP
D9Y0V,J82074,ALMA ROAD SURGERY,TPP,TPP
D9Y0V,J82075,CHAWTON HOUSE SURGERY,TPP,TPP
D9Y0V,J82076,WOOLSTON AND CHARTWELL PARTNERSHIP,TPP,TPP
D9Y0V,J82079,CLIFT SURGERY,EMIS,EMIS
D9Y0V,J82080,UNIVERSITY HEALTH SERVICE SOUTHAMPTON,EMIS,EMIS
D9Y0V,J82081,SOUTHAMPTON SEA CITY PARTNERSHIP,TPP,TPP
D9Y0V,J82082,SHEPHERDS SPRING MEDICAL CENTRE,EMIS,EMIS
D9Y0V,J82083,THE WILLOW GROUP,EMIS,EMIS
D9Y0V,J82084,BLOSSOM HEALTH - GOSPORT,EMIS,EMIS
10R,J82085,ISLAND CITY PRACTICE,TPP,TPP
D9Y0V,J82087,STONEHAM LANE SURGERY,TPP,TPP
D9Y0V,J82088,THE SHIRLEY HEALTH PARTNERSHIP,EMIS,EMIS
D9Y0V,J82092,ALDERMOOR SURGERY,EMIS,EMIS
D9Y0V,J82094,TADLEY MEDICAL P'SHIP,EMIS,EMIS
D9Y0V,J82098,SWAN MEDICAL GROUP,EMIS,EMIS
D4U1Y,J82099,RICHMOND SURGERY,EMIS,EMIS
D9Y0V,J82101,THE PEARTREE PRACTICE,EMIS,EMIS
10R,J82102,THE DRAYTON SURGERY,TPP,TPP
D9Y0V,J82103,ST MARY'S SURGERY,EMIS,EMIS
D9Y0V,J82104,STUBBINGTON MEDICAL PRACTICE,EMIS,EMIS
D9Y0V,J82106,GRATTON SURGERY,EMIS,EMIS
D4U1Y,J82110,HART HEALTH PARTNERSHIP,EMIS,EMIS
D9Y0V,J82112,NEW HORIZONS MEDICAL PARTNERSHIP,EMIS,EMIS
D9Y0V,J82115,ATHERLEY HOUSE SURGERY,TPP,TPP
D9Y0V,J82116,TWYFORD SURGERY,EMIS,EMIS
D9Y0V,J82119,DENMEAD HEALTH CENTRE,EMIS,EMIS
D4U1Y,J82120,ALEXANDER HOUSE SURGERY,EMIS,EMIS
D9Y0V,J82121,NORTH BADDESLEY SURGERY,EMIS,EMIS
D9Y0V,J82122,ALMA ROAD SURGERY,TPP,TPP
D9Y0V,J82124,ALRESFORD SURGERY,EMIS,EMIS
D4U1Y,J82125,JENNER HOUSE SURGERY,EMIS,EMIS
D9Y0V,J82126,RAYMOND ROAD SURGERY,EMIS,EMIS
D9Y0V,J82128,OLD FIRE STATION SURGERY,TPP,TPP
D9Y0V,J82129,NEW FOREST MEDICAL GROUP,EMIS,EMIS
D9Y0V,J82130,FRIARSGATE PRACTICE,EMIS,EMIS
D9Y0V,J82131,FORDINGBRIDGE SURGERY,TPP,TPP
D9Y0V,J82132,TESTVALE SURGERY,EMIS,EMIS
D9Y0V,J82134,VINE MEDICAL GROUP,EMIS,EMIS
D9Y0V,J82136,CHAWTON PARK SURGERY,EMIS,EMIS
D9Y0V,J82138,HOOK SURGERY,EMIS,EMIS
D9Y0V,J82139,WISTARIA & MILFORD SURGERIES,EMIS,EMIS
D4U1Y,J82142,THE BORDER PRACTICE,EMIS,EMIS
D9Y0V,J82143,PARK SURGERY,EMIS,EMIS
D9Y0V,J82144,CROWN HEIGHTS MEDICAL CENTRE,EMIS,EMIS
D9Y0V,J82145,ABBEYWELL SURGERY,EMIS,EMIS
D9Y0V,J82146,LYNDHURST SURGERY,EMIS,EMIS
D9Y0V,J82147,THE CLANFIELD PRACTICE,EMIS,EMIS
10R,J82149,DERBY ROAD GROUP PRACTICE,TPP,TPP
D9Y0V,J82150,CORNERWAYS MEDICAL CENTRE,TPP,TPP
D9Y0V,J82151,TWIN OAKS MEDICAL CENTRE,TPP,TPP
D9Y0V,J82152,BRIDGEMARY MEDICAL CENTRE,EMIS,EMIS
D9Y0V,J82154,MEON HEALTH PRACTICE,EMIS,EMIS
10R,J82155,PORTSDOWN GROUP PRACTICE,TPP,TPP
D9Y0V,J82156,WATERFRONT AND SOLENT SURGERY,EMIS,EMIS
D9Y0V,J82157,WILSON PRACTICE,EMIS,EMIS
D9Y0V,J82161,WESTLANDS MEDICAL CENTRE,EMIS,EMIS
D9Y0V,J82163,OAKS HEALTHCARE,EMIS,EMIS
D9Y0V,J82169,BOYATT WOOD SURGERY,EMIS,EMIS
D9Y0V,J82174,LOCKSWOOD SURGERY,EMIS,EMIS
D4U1Y,J82178,PRINCES GARDENS SURGERY,EMIS,EMIS
D4U1Y,J82181,MAYFIELD MEDICAL CENTRE,EMIS,EMIS
D9Y0V,J82184,PINEHILL SURGERY,EMIS,EMIS
10R,J82194,EAST SHORE PARTNERSHIP,TPP,TPP
D9Y0V,J82196,HOMEWELL CURLEW PRACTICE,EMIS,EMIS
D4U1Y,J82198,THE WELLINGTON PRACTICE,EMIS,EMIS
10R,J82199,THE UNICITY MEDICAL CENTRE,TPP,TPP
D9Y0V,J82201,THE GRANGE SURGERY,EMIS,EMIS
D9Y0V,J82207,HILL LANE SURGERY,EMIS,EMIS
D9Y0V,J82208,ST. PETERS SURGERY,TPP,TPP
D9Y0V,J82210,THE ELMS PRACTICE,EMIS,EMIS
D9Y0V,J82213,BROOK HOUSE SURGERY,EMIS,EMIS
D9Y0V,J82214,WHITCHURCH SURGERY,EMIS,EMIS
D9Y0V,J82215,SOLENT VIEW MEDICAL PRACTICE,EMIS,EMIS
D9Y0V,J82216,BROOK LANE SURGERY,EMIS,EMIS
D9Y0V,J82217,HOMELESS HEALTHCARE TEAM,TPP,TPP
D9Y0V,J82218,CHINEHAM MEDICAL PRACTICE,EMIS,EMIS
D9Y0V,J82605,WALNUT TREE SURGERY,TPP,TPP
D9Y0V,J82622,LIVING WELL PARTNERSHIP,EMIS,EMIS
D9Y0V,J82625,BOUNDARIES SURGERY,EMIS,EMIS
D4U1Y,J82628,CRONDALL NEW SURGERY,EMIS,EMIS
D4U1Y,J82630,NORTH CAMP SURGERY,EMIS,EMIS
D9Y0V,J82639,WATERSHIP DOWN HEALTH,EMIS,EMIS
D9Y0V,J82640,HORNDEAN SURGERY,EMIS,EMIS
D9Y0V,J82646,BLOSSOM HEALTH,EMIS,EMIS
D9Y0V,J82669,ROWNER HEALTH CENTRE,EMIS,EMIS
92G,J83001,MERCHISTON SURGERY,TPP,TPP
92G,J83002,WESTROP MEDICAL PRACTICE,TPP,TPP
92G,J83003,HARCOURT MEDICAL CENTRE,TPP,TPP
92G,J83004,WHITEPARISH SURGERY,TPP,TPP
92G,J83005,BARCROFT MEDICAL CENTRE,TPP,TPP
92G,J83006,PURTON SURGERY,TPP,TPP
92G,J83007,HATHAWAY SURGERY,TPP,TPP
92G,J83008,LOVEMEAD GROUP PRACTICE,TPP,TPP
92G,J83009,RIDGEWAY VIEW FAMILY PRACTICE,TPP,TPP
92G,J83010,PORCH SURGERY,TPP,TPP
92G,J83011,GIFFORDS PRIMARY CARE CTR,TPP,TPP
92G,J83013,BOX SURGERY,TPP,TPP
92G,J83014,CASTLE PRACTICE,TPP,TPP
92G,J83016,TROWBRIDGE HEALTH CENTRE,TPP,TPP
92G,J83018,AVENUE SURGERY,TPP,TPP
92G,J83019,THE ORCHARD PARTNERSHIP,TPP,TPP
92G,J83021,SALISBURY MEDICAL PRACTICE,TPP,TPP
92G,J83022,OLD TOWN SURGERY,TPP,TPP
92G,J83023,AVON VALLEY PRACTICE,TPP,TPP
92G,J83024,PRIORY ROAD MEDICAL CENTRE,TPP,TPP
92G,J83026,THREE CHEQUERS MEDICAL PRACTICE,TPP,TPP
92G,J83027,HAWTHORN MEDICAL CENTRE,TPP,TPP
92G,J83029,TINKERS LANE SURGERY,TPP,TPP
92G,J83030,BRADFORD-ON-AVON AND MELKSHAM HEALTH,TPP,TPP
92G,J83033,WHALEBRIDGE PRACTICE,TPP,TPP
92G,J83034,LANSDOWNE SURGERY,TPP,TPP
92G,J83035,ABBEY MEADS MEDICAL PRACT,TPP,TPP
92G,J83036,ASHINGTON HOUSE SURGERY,TPP,TPP
92G,J83037,KENNET AND AVON MEDICAL PARTNERSHIP,TPP,TPP
92G,J83038,KINGSWOOD SURGERY,TPP,TPP
92G,J83039,NORTHLANDS SURGERY,TPP,TPP
92G,J83040,WESTBURY GROUP PRACTICE,TPP,TPP
92G,J83041,MALMESBURY MEDICAL PARTNERSHIP,TPP,TPP
92G,J83042,ROWDEN SURGERY,TPP,TPP
92G,J83043,DOWNTON SURGERY,TPP,TPP
92G,J83045,RAMSBURY SURGERY,TPP,TPP
92G,J83046,SPA MEDICAL CENTRE,TPP,TPP
92G,J83047,ELDENE SURGERY,TPP,TPP
92G,J83048,ST MELOR HOUSE SURGERY,TPP,TPP
92G,J83049,SOUTHBROOM SURGERY,TPP,TPP
92G,J83050,PATFORD HOUSE PARTNERSHIP,TPP,TPP
92G,J83052,SARUM HEALTH GROUP,TPP,TPP
92G,J83053,ST. JAMES SURGERY,TPP,TPP
92G,J83055,NEW COURT SURGERY,TPP,TPP
92G,J83056,MARKET LAVINGTON SURGERY,TPP,TPP
92G,J83057,NORTH SWINDON PRACTICE,TPP,TPP
92G,J83058,TISBURY SURGERY,TPP,TPP
92G,J83059,THE LAWN MEDICAL CENTRE,TPP,TPP
92G,J83060,MERE SURGERY,TPP,TPP
92G,J83064,RIDGE GREEN MEDICAL PRACTICE,TPP,TPP
92G,J83601,BURBAGE SURGERY,TPP,TPP
92G,J83603,JUBILEE FIELD SURGERY,TPP,TPP
92G,J83609,CRICKLADE SURGERY,TPP,TPP
92G,J83615,OLD SCHOOL HOUSE SURGERY,TPP,TPP
